name,rating,genre,year,score,votes,director,writer,star,country,budget,gross,company,month,revenue
Kingdom of Heaven,R,Action,2005,7.2,272000,Ridley Scott,William Monahan,Orlando Bloom,United Kingdom,130000000,218122627,Twentieth Century Fox,May,88122627
Constantine,R,Action,2005,7,317000,Francis Lawrence,Jamie Delano,Keanu Reeves,United States,100000000,230884728,Warner Bros.,February,130884728
Star Wars: Episode III - Revenge of the Sith,PG-13,Action,2005,7.5,729000,George Lucas,George Lucas,Hayden Christensen,United States,113000000,868390560,Lucasfilm,May,755390560
King Kong,PG-13,Action,2005,7.2,403000,Peter Jackson,Fran Walsh,Naomi Watts,United States,207000000,562363449,Universal Pictures,December,355363449
The Hitchhiker's Guide to the Galaxy,PG,Adventure,2005,6.7,190000,Garth Jennings,Douglas Adams,Martin Freeman,United Kingdom,50000000,104478416,Touchstone Pictures,April,54478416
Fantastic Four,PG-13,Action,2005,5.7,316000,Tim Story,Mark Frost,Ioan Gruffudd,United States,100000000,333535934,Twentieth Century Fox,July,233535934
Green Street Hooligans,R,Crime,2005,7.4,144000,Lexi Alexander,Lexi Alexander,Elijah Wood,United Kingdom,NA,3814717,Baker Street,September,NA
Serenity,PG-13,Action,2005,7.8,287000,Joss Whedon,Joss Whedon,Nathan Fillion,United States,39000000,40445129,Universal Pictures,September,1445129
Mr. & Mrs. Smith,PG-13,Action,2005,6.5,461000,Doug Liman,Simon Kinberg,Brad Pitt,United States,110000000,487287646,New Regency Productions,June,377287646
The Island,PG-13,Action,2005,6.8,304000,Michael Bay,Caspian Tredwell-Owen,Scarlett Johansson,United States,126000000,162949164,Dreamworks Pictures,July,36949164
Waiting...,R,Comedy,2005,6.7,93000,Rob McKittrick,Rob McKittrick,Ryan Reynolds,United States,3000000,18637690,Eden Rock Media,October,15637690
Match Point,R,Drama,2005,7.6,209000,Woody Allen,Woody Allen,Scarlett Johansson,United Kingdom,15000000,85638656,BBC Films,January,70638656
Hostel,R,Horror,2005,5.9,172000,Eli Roth,Eli Roth,Jay Hernandez,United States,4800000,81979826,Next Entertainment,January,77179826
Sky High,PG,Adventure,2005,6.2,81000,Mike Mitchell,Paul Hernandez,Kurt Russell,United States,35000000,86369815,Walt Disney Pictures,July,51369815
Assault on Precinct 13,R,Action,2005,6.3,75000,Jean-François Richet,John Carpenter,Ethan Hawke,France,30000000,35294470,Rogue Pictures,January,5294470
Madagascar,PG,Animation,2005,6.9,376000,Eric Darnell,Mark Burton,Chris Rock,United States,75000000,542063846,DreamWorks Animation,May,467063846
Hard Candy,R,Drama,2005,7.1,156000,David Slade,Brian Nelson,Patrick Wilson,United States,950000,7022209,Lions Gate Films,April,6072209
The Sisterhood of the Traveling Pants,PG,Comedy,2005,6.5,56000,Ken Kwapis,Ann Brashares,Amber Tamblyn,United States,25000000,42013878,Alcon Entertainment,June,17013878
The Longest Yard,PG-13,Comedy,2005,6.4,167000,Peter Segal,Albert S. Ruddy,Adam Sandler,United States,82000000,191466556,Paramount Pictures,May,109466556
Red Eye,PG-13,Thriller,2005,6.5,115000,Wes Craven,Carl Ellsworth,Rachel McAdams,United States,26000000,96258201,Dreamworks Pictures,August,70258201
House of Wax,R,Horror,2005,5.4,118000,Jaume Collet-Serra,Charles Belden,Chad Michael Murray,Australia,40000000,68766121,Warner Bros.,May,28766121
Four Brothers,R,Action,2005,6.8,138000,John Singleton,David Elliot,Mark Wahlberg,United States,45000000,92374674,Paramount Pictures,July,47374674
The Dukes of Hazzard,PG-13,Comedy,2005,5.1,76000,Jay Chandrasekhar,Gy Waldron,Seann William Scott,United States,50000000,111069515,Warner Bros.,August,61069515
The Interpreter,PG-13,Crime,2005,6.4,101000,Sydney Pollack,Martin Stellman,Nicole Kidman,United Kingdom,80000000,162944923,Universal Pictures,April,82944923
Walk the Line,PG-13,Biography,2005,7.8,239000,James Mangold,Johnny Cash,Joaquin Phoenix,United States,28000000,186797986,Fox 2000 Pictures,November,158797986
Lords of Dogtown,PG-13,Biography,2005,7.1,53000,Catherine Hardwicke,Stacy Peralta,Heath Ledger,United States,25000000,13411957,Columbia Pictures,June,-11588043
Munich,R,Action,2005,7.5,216000,Steven Spielberg,Tony Kushner,Eric Bana,United States,70000000,130982129,Dreamworks Pictures,January,60982129
Kiss Kiss Bang Bang,R,Comedy,2005,7.5,219000,Shane Black,Brett Halliday,Robert Downey Jr.,United States,15000000,15785148,Warner Bros.,November,785148
The Constant Gardener,R,Drama,2005,7.4,135000,Fernando Meirelles,Jeffrey Caine,Ralph Fiennes,United Kingdom,25000000,82468097,Focus Features,August,57468097
The Pacifier,PG,Action,2005,5.6,90000,Adam Shankman,Thomas Lennon,Vin Diesel,Canada,56000000,198636868,Walt Disney Pictures,March,142636868
A History of Violence,R,Drama,2005,7.4,228000,David Cronenberg,John Wagner,Viggo Mortensen,Canada,32000000,61385065,New Line Cinema,September,29385065
The Devil's Rejects,R,Horror,2005,6.8,95000,Rob Zombie,Rob Zombie,Sid Haig,United States,7000000,20901859,Lions Gate Films,July,13901859
Hitch,PG-13,Comedy,2005,6.6,301000,Andy Tennant,Kevin Bisch,Will Smith,United States,70000000,371594210,Columbia Pictures,February,301594210
Mirrormask,PG,Adventure,2005,6.8,22000,Dave McKean,Neil Gaiman,Stephanie Leonidas,United Kingdom,4000000,866999,Destination Films,March,-3133001
Rent,PG-13,Drama,2005,6.9,49000,Chris Columbus,Stephen Chbosky,Taye Diggs,United States,40000000,31670620,Rent Productions LLC,November,-8329380
Robots,PG,Animation,2005,6.3,137000,Chris Wedge,Ron Mita,Ewan McGregor,United States,75000000,262511490,Twentieth Century Fox Animation,March,187511490
Jarhead,R,Action,2005,7,179000,Sam Mendes,William Broyles Jr.,Jake Gyllenhaal,United States,72000000,97076152,Universal Pictures,November,25076152
Into the Blue,PG-13,Action,2005,5.9,74000,John Stockwell,Matt Johnson,Paul Walker,United States,50000000,46117696,Columbia Pictures,September,-3882304
Saw II,R,Horror,2005,6.6,239000,Darren Lynn Bousman,Leigh Whannell,Donnie Wahlberg,Canada,4000000,147748505,Twisted Pictures,October,143748505
Revolver,R,Action,2005,6.4,92000,Guy Ritchie,Luc Besson,Jason Statham,France,NA,7155807,EuropaCorp,September,NA
Flightplan,PG-13,Drama,2005,6.3,155000,Robert Schwentke,Peter A. Dowling,Jodie Foster,United States,55000000,223387299,Touchstone Pictures,September,168387299
Coach Carter,PG-13,Biography,2005,7.3,133000,Thomas Carter,Mark Schwahn,Samuel L. Jackson,United States,30000000,76669554,Coach Carter,January,46669554
Dark Water,PG-13,Drama,2005,5.6,60000,Walter Salles,Kôji Suzuki,Jennifer Connelly,United States,30000000,68357079,Touchstone Pictures,July,38357079
Lord of War,R,Action,2005,7.6,300000,Andrew Niccol,Andrew Niccol,Nicolas Cage,France,50000000,72617068,Entertainment Manufacturing Company,September,22617068
Zathura: A Space Adventure,PG,Action,2005,6.2,97000,Jon Favreau,Chris Van Allsburg,Josh Hutcherson,United States,65000000,65079104,Columbia Pictures,November,79104
The Quiet,R,Crime,2005,6.2,16000,Jamie Babbit,Abdi Nazemian,Camilla Belle,United States,900000,381420,Andrea Sperling Productions,August,-518580
The Amityville Horror,R,Horror,2005,6,107000,Andrew Douglas,Scott Kosar,Ryan Reynolds,United States,19000000,107516369,Metro-Goldwyn-Mayer (MGM),April,88516369
Be Cool,PG-13,Comedy,2005,5.6,68000,F. Gary Gray,Elmore Leonard,John Travolta,United States,53000000,95763716,Metro-Goldwyn-Mayer (MGM),March,42763716
Just Friends,PG-13,Comedy,2005,6.2,109000,Roger Kumble,Adam 'Tex' Davis,Ryan Reynolds,Germany,NA,51024243,Inferno Distribution,November,NA
"Yours, Mine & Ours",PG,Comedy,2005,5.5,27000,Raja Gosnell,Ron Burch,Dennis Quaid,United States,45000000,72662923,Paramount Pictures,November,27662923
Cinderella Man,PG-13,Biography,2005,8,179000,Ron Howard,Cliff Hollingsworth,Russell Crowe,United States,88000000,108539911,Universal Pictures,June,20539911
Nanny McPhee,PG,Comedy,2005,6.6,70000,Kirk Jones,Emma Thompson,Emma Thompson,United States,25000000,123276807,Universal Pictures,January,98276807
The Brothers Grimm,PG-13,Action,2005,5.9,118000,Terry Gilliam,Ehren Kruger,Matt Damon,United States,88000000,105316267,Dimension Films,August,17316267
Sahara,PG-13,Action,2005,6,94000,Breck Eisner,Clive Cussler,Matthew McConaughey,United Kingdom,130000000,119240351,Paramount Pictures,April,-10759649
Corpse Bride,PG,Animation,2005,7.3,251000,Tim Burton,Tim Burton,Johnny Depp,United States,40000000,118090836,Warner Bros.,September,78090836
Transporter 2,R,Action,2005,6.3,195000,Louis Leterrier,Luc Besson,Jason Statham,France,32000000,89083229,EuropaCorp,September,57083229
Two for the Money,R,Crime,2005,6.3,44000,D.J. Caruso,Dan Gilroy,Matthew McConaughey,United States,35000000,30526509,Universal Pictures,October,-4473491
The New World,PG-13,Biography,2005,6.7,84000,Terrence Malick,Terrence Malick,Colin Farrell,United States,30000000,49334775,New Line Cinema,January,19334775
Brick,R,Action,2005,7.3,103000,Rian Johnson,Rian Johnson,Joseph Gordon-Levitt,United States,475000,3947579,Bergman Lustig Productions,April,3472579
Wolf Creek,R,Horror,2005,6.2,69000,Greg McLean,Greg McLean,Nathan Phillips,Australia,1000000,30894796,Australian Film Finance Corporation (AFFC),December,29894796
Breakfast on Pluto,R,Comedy,2005,7.2,21000,Neil Jordan,Neil Jordan,Cillian Murphy,Ireland,NA,3942254,Pathé Pictures International,January,NA
The Exorcism of Emily Rose,PG-13,Drama,2005,6.7,122000,Scott Derrickson,Paul Harris Boardman,Laura Linney,United States,19000000,145166804,Screen Gems,September,126166804
Elektra,PG-13,Action,2005,4.7,89000,Rob Bowman,Mark Steven Johnson,Jennifer Garner,Canada,43000000,56995646,Twentieth Century Fox,January,13995646
Doom,R,Action,2005,5.2,110000,Andrzej Bartkowiak,Dave Callaham,Karl Urban,United Kingdom,60000000,58072119,John Wells Productions,October,-1927881
The Legend of Zorro,PG,Action,2005,6,95000,Martin Campbell,Roberto Orci,Antonio Banderas,United States,75000000,142400065,Columbia Pictures,October,67400065
Cheaper by the Dozen 2,PG,Adventure,2005,5.5,56000,Adam Shankman,Sam Harper,Steve Martin,United States,60000000,130154568,Twentieth Century Fox,December,70154568
Æon Flux,PG-13,Action,2005,5.5,125000,Karyn Kusama,Phil Hay,Charlize Theron,United States,62000000,53321673,Paramount Pictures,December,-8678327
Son of the Mask,PG,Comedy,2005,2.2,53000,Lawrence Guterman,Lance Khazei,Jamie Kennedy,United States,84000000,59981548,New Line Cinema,February,-24018452
Rumor Has It...,PG-13,Comedy,2005,5.5,55000,Rob Reiner,Ted Griffin,Jennifer Aniston,United States,70000000,88933562,Warner Bros.,December,18933562
The Producers,PG-13,Comedy,2005,6.3,42000,Susan Stroman,Mel Brooks,Nathan Lane,United States,45000000,38075318,Universal Pictures,December,-6924682
The Ringer,PG-13,Comedy,2005,5.8,36000,Barry W. Blaustein,Ricky Blitt,Johnny Knoxville,United States,NA,40442443,Conundrum Entertainment,December,NA
Kicking & Screaming,PG,Comedy,2005,5.6,37000,Jesse Dylan,Leo Benvenuti,Will Ferrell,United States,45000000,56070433,Universal Pictures,May,11070433
The Cave,PG-13,Action,2005,5.1,36000,Bruce Hunt,Michael Steinberg,Piper Perabo,United States,30000000,33296457,Screen Gems,August,3296457
Lady Vengeance,R,Crime,2005,7.6,74000,Park Chan-Wook,Park Chan-Wook,Nam-mi Kang,South Korea,NA,23834149,CJ Entertainment,July,NA
Broken Flowers,R,Comedy,2005,7.2,100000,Jim Jarmusch,Jim Jarmusch,Bill Murray,France,10000000,47329961,Focus Features,August,37329961
Fun with Dick and Jane,PG-13,Comedy,2005,6.2,139000,Dean Parisot,Judd Apatow,Jim Carrey,United States,100000000,204681899,Columbia Pictures,December,104681899
Imagine Me & You,R,Comedy,2005,6.8,31000,Ol Parker,Ol Parker,Piper Perabo,United Kingdom,7900000,2635305,BBC Films,May,-5264695
The Family Stone,PG-13,Comedy,2005,6.3,63000,Thomas Bezucha,Thomas Bezucha,Dermot Mulroney,United States,18000000,92884429,The Family Stone,December,74884429
Just Like Heaven,PG-13,Comedy,2005,6.7,101000,Mark Waters,Peter Tolan,Reese Witherspoon,United States,58000000,102854431,Dreamworks Pictures,September,44854431
Capote,R,Biography,2005,7.3,128000,Bennett Miller,Dan Futterman,Philip Seymour Hoffman,United States,7000000,49327405,United Artists,February,42327405
The Skeleton Key,PG-13,Drama,2005,6.5,108000,Iain Softley,Ehren Kruger,Kate Hudson,United States,43000000,93983911,Universal Pictures,August,50983911
The Squid and the Whale,R,Comedy,2005,7.3,80000,Noah Baumbach,Noah Baumbach,Owen Kline,United States,1500000,11098131,Samuel Goldwyn Films,December,9598131
Land of the Dead,R,Horror,2005,6.2,93000,George A. Romero,George A. Romero,John Leguizamo,United States,15000000,47074133,Universal Pictures,June,32074133
Man of the House,PG-13,Comedy,2005,5.4,23000,Stephen Herek,John J. McLaughlin,Tommy Lee Jones,United States,40000000,21577624,Revolution Studios,February,-18422376
Elizabethtown,PG-13,Comedy,2005,6.4,68000,Cameron Crowe,Cameron Crowe,Orlando Bloom,United States,45000000,52164016,Paramount Pictures,October,7164016
Chicken Little,G,Animation,2005,5.7,88000,Mark Dindal,Mark Dindal,Zach Braff,United States,150000000,314432837,Walt Disney Pictures,November,164432837
Monster-in-Law,PG-13,Comedy,2005,5.6,58000,Robert Luketic,Anya Kochoff,Jennifer Lopez,United States,43000000,155457327,New Line Cinema,May,112457327
Domino,R,Action,2005,5.9,65000,Tony Scott,Richard Kelly,Keira Knightley,United States,50000000,22984628,New Line Cinema,October,-27015372
The Ring Two,PG-13,Horror,2005,5.4,93000,Hideo Nakata,Ehren Kruger,Naomi Watts,United States,50000000,163995949,Dreamworks Pictures,March,113995949
London,R,Drama,2005,6.5,23000,Hunter Richards,Hunter Richards,Jessica Biel,United Kingdom,NA,20361,Destination Films,February,NA
Deuce Bigalow: European Gigolo,R,Comedy,2005,4.7,49000,Mike Bigelow,Harris Goldberg,Rob Schneider,United States,22000000,45109561,Columbia Pictures,August,23109561
Harsh Times,R,Action,2005,6.9,64000,David Ayer,David Ayer,Christian Bale,United States,2000000,5969708,Andrea Sperling Productions,November,3969708
Diary of a Mad Black Woman,PG-13,Comedy,2005,5.8,14000,Darren Grant,Tyler Perry,Kimberly Elise,United States,5500000,50652203,BET Pictures,February,45152203
Herbie Fully Loaded,G,Adventure,2005,4.8,46000,Angela Robinson,Thomas Lennon,Lindsay Lohan,United States,50000000,144146816,Walt Disney Pictures,June,94146816
Wallace & Gromit: The Curse of the Were-Rabbit,G,Animation,2005,7.4,128000,Steve Box,Steve Box,Peter Sallis,United Kingdom,30000000,194137091,Aardman Animations,October,164137091
Casanova,R,Adventure,2005,6.5,53000,Lasse Hallström,Jeffrey Hatcher,Heath Ledger,United States,NA,37691644,Touchstone Pictures,January,NA
The Jacket,R,Drama,2005,7.1,110000,John Maybury,Tom Bleecker,Adrien Brody,Germany,29000000,21733230,Mandalay Pictures,March,-7266770
The Wedding Date,PG-13,Comedy,2005,6.2,50000,Clare Kilner,Elizabeth Young,Dermot Mulroney,United States,15000000,47096206,Gold Circle Films,February,32096206
Thank You for Smoking,R,Comedy,2005,7.6,215000,Jason Reitman,Jason Reitman,Aaron Eckhart,United States,6500000,39323027,Room 9 Entertainment,April,32823027
Hide and Seek,R,Drama,2005,6,83000,John Polson,Ari Schlossberg,Robert De Niro,Germany,30000000,127369981,Twentieth Century Fox,January,97369981
Cursed,PG-13,Comedy,2005,5,31000,Wes Craven,Kevin Williamson,Christina Ricci,Germany,38000000,29621722,Dimension Films,February,-8378278
Miss Congeniality 2: Armed & Fabulous,PG-13,Action,2005,5.1,71000,John Pasquin,Marc Lawrence,Sandra Bullock,United States,45000000,101393569,Castle Rock Entertainment,March,56393569
Bad News Bears,PG-13,Comedy,2005,5.8,21000,Richard Linklater,Bill Lancaster,Billy Bob Thornton,United States,35000000,34252847,Paramount Pictures,July,-747153
Fever Pitch,PG-13,Comedy,2005,6.2,43000,Bobby Farrelly,Lowell Ganz,Drew Barrymore,United States,30000000,50605163,Fox 2000 Pictures,April,20605163
Kinky Boots,PG-13,Comedy,2005,7.1,19000,Julian Jarrold,Geoff Deane,Chiwetel Ejiofor,United States,NA,9950133,Miramax,May,NA
xXx: State of the Union,PG-13,Action,2005,4.5,68000,Lee Tamahori,Rich Wilkes,Ice Cube,United States,113000000,71022693,Columbia Pictures,April,-41977307
Syriana,R,Drama,2005,6.9,127000,Stephen Gaghan,Stephen Gaghan,George Clooney,United States,50000000,93974620,Warner Bros.,December,43974620
North Country,R,Drama,2005,7.3,41000,Niki Caro,Michael Seitzman,Charlize Theron,United States,35000000,25211175,Warner Bros.,October,-9788825
Derailed,R,Crime,2005,6.6,72000,Mikael Håfström,Stuart Beattie,Clive Owen,United States,22000000,57479076,Di Bonaventura Pictures,November,35479076
Romance & Cigarettes,R,Comedy,2005,6.2,12000,John Turturro,John Turturro,James Gandolfini,United States,NA,2935242,United Artists,March,NA
The Perfect Man,PG,Comedy,2005,5.5,29000,Mark Rosman,Michael McQuown,Hilary Duff,United States,10000000,19770475,Universal Pictures,June,9770475
Unleashed,R,Action,2005,7,100000,Louis Leterrier,Luc Besson,Jet Li,United Kingdom,45000000,50871113,Rogue Pictures,May,5871113
Hostage,R,Action,2005,6.5,108000,Florent-Emilio Siri,Robert Crais,Bruce Willis,United States,52000000,77663556,Miramax,March,25663556
The Greatest Game Ever Played,PG,Biography,2005,7.4,29000,Bill Paxton,Mark Frost,Shia LaBeouf,United States,26000000,15431177,Fairway Films,September,-10568823
Caché (Hidden),R,Drama,2005,7.3,76000,Michael Haneke,Michael Haneke,Daniel Auteuil,France,NA,16197824,Les Films du Losange,February,NA
Get Rich or Die Tryin',R,Biography,2005,5.4,45000,Jim Sheridan,Terence Winter,50 Cent,United States,40000000,46563961,Cent Productions Inc.,November,6563961
Bewitched,PG-13,Comedy,2005,4.8,70000,Nora Ephron,Nora Ephron,Nicole Kidman,United States,85000000,131426169,Columbia Pictures,June,46426169
Hoodwinked,PG,Animation,2005,6.4,58000,Cory Edwards,Todd Edwards,Anne Hathaway,United States,30000000,110013167,The Weinstein Company,January,80013167
Adam's Apples,R,Comedy,2005,7.8,47000,Anders Thomas Jensen,Anders Thomas Jensen,Ulrich Thomsen,Denmark,NA,2421577,M&M Productions,April,NA
BloodRayne,R,Action,2005,2.9,34000,Uwe Boll,Guinevere Turner,Kristanna Loken,Germany,25000000,3650275,Boll Kino Beteiligungs GmbH & Co. KG,January,-21349725
The Three Burials of Melquiades Estrada,R,Adventure,2005,7.4,39000,Tommy Lee Jones,Guillermo Arriaga,Tommy Lee Jones,France,15000000,12045362,EuropaCorp,February,-2954638
Feast,R,Action,2005,6.3,30000,John Gulager,Patrick Melton,Navi Rawat,United States,3200000,719135,Dimension Films,January,-2480865
Goal! The Dream Begins,PG,Adventure,2005,6.7,61000,Danny Cannon,Mike Jefferies,Kuno Becker,United States,10000000,27610873,Milkshake Films,May,17610873
The Notorious Bettie Page,R,Biography,2005,6.5,11000,Mary Harron,Mary Harron,Gretchen Mol,United States,NA,1778006,HBO Films,May,NA
Man-Thing,R,Action,2005,4,6100,Brett Leonard,Steve Gerber,Jack Thompson,United States,30000000,1123136,Lions Gate Films,April,-28876864
"Good Night, and Good Luck.",PG,Biography,2005,7.4,95000,George Clooney,George Clooney,David Strathairn,United States,7000000,54641191,Warner Independent Pictures (WIP),November,47641191
Ice Princess,G,Comedy,2005,6,26000,Tim Fywell,Meg Cabot,Michelle Trachtenberg,United States,NA,27645491,Walt Disney Pictures,March,NA
